[20260731.190211.817-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=1,n=1,mode=s,dt=0,acq=84123,wak=379,mrq=29,drq=26,upd=2706,enu=7588,rem=40,dmg=2750,snd=92,tot=13228,dr=1,mr=0,mrmax=0,area=2010690,win=3,iwn=12,wev=7,sends=6,skip=0,log=0
[20260731.190217.192-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=12,n=1,mode=s,dt=531378,acq=530200,wak=28,mrq=42,drq=27,upd=12,enu=265,rem=11,dmg=862,snd=36,tot=1220,dr=1,mr=0,mrmax=0,area=18,win=3,iwn=1,wev=1,sends=2,skip=0,log=43
[20260731.190218.537-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=13,n=1,mode=s,dt=1337981,acq=16785,wak=36,mrq=11,drq=40,upd=661,enu=5342,rem=10,dmg=898,snd=106,tot=7065,dr=2,mr=0,mrmax=0,area=12529,win=3,iwn=6,wev=1,sends=8,skip=2,log=40
[20260731.190219.046-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=14,n=1,mode=s,dt=510040,acq=10177,wak=17,mrq=17,drq=33,upd=61,enu=15932,rem=42,dmg=5153,snd=92,tot=21315,dr=1,mr=0,mrmax=0,area=3128520,win=4,iwn=4,wev=4,sends=8,skip=1,log=22
[20260731.190219.072-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=15,n=1,mode=s,dt=28604,acq=23108,wak=15,mrq=10,drq=28,upd=15,enu=7362,rem=13,dmg=2429,snd=92,tot=9945,dr=1,mr=0,mrmax=0,area=2894859,win=4,iwn=1,wev=1,sends=8,skip=0,log=24
[20260731.190219.136-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=16,n=1,mode=s,dt=63192,acq=51411,wak=19,mrq=12,drq=102,upd=1149,enu=1570,rem=23,dmg=2949,snd=280,tot=6013,dr=3,mr=0,mrmax=0,area=2646623,win=4,iwn=2,wev=2,sends=20,skip=1,log=27
[20260731.190219.192-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=17,n=1,mode=s,dt=55799,acq=49850,wak=40,mrq=10,drq=30,upd=6,enu=4,rem=6,dmg=3029,snd=382,tot=3497,dr=2,mr=0,mrmax=0,area=2487080,win=4,iwn=0,wev=0,sends=10,skip=0,log=25
[20260731.190219.297-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=18,n=1,mode=s,dt=104981,acq=101232,wak=18,mrq=15,drq=31,upd=714,enu=12,rem=14,dmg=3274,snd=321,tot=4372,dr=1,mr=0,mrmax=0,area=2884200,win=4,iwn=1,wev=1,sends=8,skip=0,log=44
[20260731.190219.360-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=19,n=1,mode=s,dt=56069,acq=50224,wak=59,mrq=17,drq=100,upd=9,enu=5,rem=6,dmg=9674,snd=1421,tot=11212,dr=1,mr=0,mrmax=0,area=2654820,win=4,iwn=0,wev=0,sends=10,skip=0,log=45
[20260731.190219.399-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=20,n=1,mode=s,dt=46425,acq=34853,wak=22,mrq=13,drq=29,upd=1475,enu=13,rem=13,dmg=3002,snd=288,tot=4831,dr=1,mr=0,mrmax=0,area=2805750,win=4,iwn=1,wev=1,sends=8,skip=0,log=41
[20260731.190219.449-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=21,n=1,mode=s,dt=51614,acq=46913,wak=37,mrq=10,drq=28,upd=5,enu=5,rem=7,dmg=1094,snd=104,tot=1276,dr=1,mr=0,mrmax=0,area=424144,win=4,iwn=0,wev=0,sends=6,skip=0,log=40
[20260731.190219.961-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=22,n=1,mode=s,dt=512361,acq=510891,wak=34,mrq=8,drq=32,upd=7,enu=6,rem=8,dmg=1314,snd=87,tot=1504,dr=1,mr=0,mrmax=0,area=18,win=4,iwn=0,wev=0,sends=4,skip=0,log=23
[20260731.190220.506-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=23,n=1,mode=s,dt=545245,acq=543454,wak=53,mrq=15,drq=41,upd=6,enu=5,rem=6,dmg=989,snd=64,tot=1113,dr=1,mr=0,mrmax=0,area=18,win=4,iwn=0,wev=0,sends=4,skip=0,log=32
[20260731.190221.043-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=24,n=1,mode=s,dt=530451,acq=529132,wak=22,mrq=10,drq=28,upd=959,enu=5550,rem=5,dmg=812,snd=55,tot=7416,dr=1,mr=0,mrmax=0,area=18,win=4,iwn=6,wev=0,sends=4,skip=0,log=23
[20260731.190221.575-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=25,n=1,mode=s,dt=538420,acq=530747,wak=39,mrq=15,drq=38,upd=5,enu=5,rem=6,dmg=957,snd=61,tot=1073,dr=1,mr=0,mrmax=0,area=18,win=4,iwn=0,wev=0,sends=4,skip=0,log=24
[20260731.190222.117-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=26,n=1,mode=s,dt=542021,acq=540717,wak=38,mrq=12,drq=40,upd=5,enu=5,rem=6,dmg=920,snd=57,tot=1028,dr=1,mr=0,mrmax=0,area=18,win=4,iwn=0,wev=0,sends=4,skip=0,log=24
[20260731.190222.650-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=27,n=1,mode=s,dt=533469,acq=532051,wak=39,mrq=9,drq=126,upd=5,enu=5,rem=7,dmg=972,snd=69,tot=1098,dr=1,mr=0,mrmax=0,area=18,win=4,iwn=0,wev=0,sends=4,skip=0,log=23
[20260731.190223.200-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=28,n=1,mode=s,dt=541356,acq=537308,wak=54,mrq=29,drq=82,upd=1065,enu=7507,rem=6,dmg=1019,snd=71,tot=9710,dr=1,mr=0,mrmax=0,area=18,win=4,iwn=6,wev=0,sends=4,skip=0,log=23
[20260731.190223.708-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=29,n=1,mode=s,dt=517108,acq=505904,wak=40,mrq=10,drq=25,upd=6,enu=4,rem=6,dmg=912,snd=60,tot=1030,dr=1,mr=0,mrmax=0,area=18,win=4,iwn=0,wev=0,sends=4,skip=0,log=22
[20260731.190224.247-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=30,n=1,mode=s,dt=537372,acq=531505,wak=53,mrq=16,drq=42,upd=10,enu=16,rem=10,dmg=1612,snd=122,tot=1837,dr=1,mr=0,mrmax=0,area=18,win=4,iwn=0,wev=0,sends=4,skip=0,log=23
[20260731.190224.787-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=31,n=1,mode=s,dt=539796,acq=537472,wak=61,mrq=12,drq=31,upd=17,enu=13,rem=8,dmg=1956,snd=157,tot=2232,dr=1,mr=0,mrmax=0,area=18,win=4,iwn=0,wev=0,sends=4,skip=0,log=30
[20260731.190225.268-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=32,n=1,mode=s,dt=475197,acq=16082,wak=49,mrq=10,drq=27,upd=856,enu=5837,rem=5,dmg=918,snd=68,tot=7720,dr=1,mr=0,mrmax=0,area=9486,win=4,iwn=6,wev=0,sends=4,skip=2,log=71
[20260731.190225.488-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=33,n=1,mode=s,dt=223549,acq=25740,wak=19,mrq=12,drq=46,upd=454,enu=15,rem=42,dmg=3920,snd=147,tot=4731,dr=1,mr=0,mrmax=0,area=553446,win=4,iwn=1,wev=1,sends=6,skip=2,log=23
[20260731.190225.505-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=34,n=1,mode=s,dt=17583,acq=13103,wak=18,mrq=7,drq=23,upd=372,enu=14,rem=14,dmg=4033,snd=240,tot=4710,dr=1,mr=0,mrmax=0,area=545967,win=4,iwn=1,wev=1,sends=6,skip=0,log=29
[20260731.190225.522-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=35,n=1,mode=s,dt=17595,acq=11723,wak=162,mrq=11,drq=25,upd=1168,enu=528,rem=24,dmg=4935,snd=107,tot=7163,dr=1,mr=0,mrmax=0,area=545792,win=4,iwn=1,wev=1,sends=8,skip=0,log=22
[20260731.190225.542-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=36,n=1,mode=s,dt=20316,acq=13883,wak=17,mrq=19,drq=197,upd=462,enu=20,rem=20,dmg=3301,snd=88,tot=4240,dr=1,mr=0,mrmax=0,area=545792,win=4,iwn=2,wev=2,sends=6,skip=0,log=23
[20260731.190225.572-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=37,n=1,mode=s,dt=30465,acq=23233,wak=693,mrq=573,drq=37,upd=398,enu=13,rem=13,dmg=1932,snd=129,tot=2557,dr=1,mr=0,mrmax=0,area=557442,win=4,iwn=1,wev=1,sends=8,skip=0,log=22
[20260731.190225.607-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=38,n=1,mode=s,dt=32208,acq=28937,wak=626,mrq=23,drq=276,upd=714,enu=27,rem=27,dmg=4733,snd=174,tot=5753,dr=3,mr=0,mrmax=0,area=557194,win=4,iwn=2,wev=2,sends=8,skip=0,log=28
[20260731.190225.625-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=39,n=1,mode=s,dt=19275,acq=13984,wak=22,mrq=11,drq=29,upd=902,enu=20,rem=19,dmg=2943,snd=134,tot=4128,dr=1,mr=0,mrmax=0,area=546925,win=4,iwn=1,wev=1,sends=8,skip=0,log=45
[20260731.190225.644-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=40,n=1,mode=s,dt=13833,acq=9768,wak=164,mrq=21,drq=30,upd=648,enu=11,rem=12,dmg=8582,snd=184,tot=9502,dr=1,mr=0,mrmax=0,area=547580,win=4,iwn=1,wev=1,sends=6,skip=0,log=24
[20260731.190225.656-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=41,n=1,mode=s,dt=14236,acq=4506,wak=97,mrq=45,drq=46,upd=679,enu=14,rem=13,dmg=5741,snd=165,tot=6652,dr=1,mr=0,mrmax=0,area=547580,win=4,iwn=1,wev=1,sends=6,skip=0,log=90
[20260731.190225.663-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=42,n=1,mode=s,dt=17702,acq=11507,wak=44,mrq=10,drq=29,upd=9953,enu=13,rem=14,dmg=1102,snd=85,tot=11218,dr=1,mr=0,mrmax=0,area=546744,win=4,iwn=1,wev=1,sends=6,skip=0,log=24
[20260731.190225.693-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=43,n=1,mode=s,dt=25710,acq=24215,wak=45,mrq=10,drq=34,upd=1167,enu=17,rem=17,dmg=1056,snd=87,tot=2383,dr=1,mr=0,mrmax=0,area=547398,win=4,iwn=2,wev=2,sends=6,skip=0,log=22
[20260731.190225.722-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=44,n=1,mode=s,dt=25954,acq=21945,wak=33,mrq=20,drq=413,upd=518,enu=12,rem=12,dmg=3018,snd=125,tot=3743,dr=1,mr=0,mrmax=0,area=558545,win=4,iwn=1,wev=1,sends=6,skip=0,log=22
[20260731.190225.742-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=45,n=1,mode=s,dt=18452,acq=14180,wak=52,mrq=33,drq=87,upd=467,enu=40,rem=25,dmg=4052,snd=142,tot=5373,dr=1,mr=0,mrmax=0,area=547214,win=4,iwn=1,wev=1,sends=6,skip=0,log=33
[20260731.190225.770-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=46,n=1,mode=s,dt=30235,acq=24708,wak=18,mrq=343,drq=39,upd=1281,enu=17,rem=15,dmg=5299,snd=122,tot=6769,dr=1,mr=0,mrmax=0,area=557326,win=4,iwn=2,wev=2,sends=6,skip=0,log=43
[20260731.190225.785-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=47,n=1,mode=s,dt=14951,acq=9207,wak=50,mrq=28,drq=55,upd=302,enu=10,rem=10,dmg=3166,snd=147,tot=3675,dr=1,mr=0,mrmax=0,area=546376,win=4,iwn=1,wev=1,sends=6,skip=0,log=23
[20260731.190225.814-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=48,n=1,mode=s,dt=29329,acq=25700,wak=42,mrq=11,drq=28,upd=728,enu=25,rem=22,dmg=1941,snd=94,tot=2862,dr=1,mr=0,mrmax=0,area=556095,win=4,iwn=2,wev=2,sends=6,skip=0,log=38
[20260731.190225.830-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=49,n=1,mode=s,dt=16203,acq=13829,wak=24,mrq=21,drq=53,upd=370,enu=22,rem=13,dmg=1420,snd=91,tot=2436,dr=1,mr=0,mrmax=0,area=546000,win=4,iwn=1,wev=1,sends=6,skip=0,log=23
[20260731.190225.846-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=50,n=1,mode=s,dt=17988,acq=15148,wak=36,mrq=11,drq=27,upd=357,enu=10,rem=13,dmg=1099,snd=92,tot=1625,dr=1,mr=0,mrmax=0,area=546000,win=4,iwn=1,wev=1,sends=6,skip=0,log=23
[20260731.190225.878-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=51,n=1,mode=s,dt=32006,acq=30511,wak=34,mrq=11,drq=21,upd=780,enu=18,rem=14,dmg=1477,snd=88,tot=2449,dr=1,mr=0,mrmax=0,area=553350,win=4,iwn=2,wev=2,sends=6,skip=0,log=28
[20260731.190225.923-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=52,n=1,mode=s,dt=42347,acq=40460,wak=58,mrq=23,drq=29,upd=1515,enu=54,rem=32,dmg=2266,snd=146,tot=4093,dr=1,mr=0,mrmax=0,area=552299,win=4,iwn=2,wev=2,sends=8,skip=0,log=22
[20260731.190225.928-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=53,n=1,mode=s,dt=8864,acq=5676,wak=53,mrq=10,drq=40,upd=524,enu=18,rem=19,dmg=1279,snd=99,tot=1996,dr=1,mr=0,mrmax=0,area=543480,win=4,iwn=1,wev=1,sends=6,skip=0,log=22
[20260731.190225.952-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=54,n=1,mode=s,dt=19181,acq=16986,wak=461,mrq=15,drq=28,upd=471,enu=13,rem=18,dmg=3397,snd=190,tot=4135,dr=1,mr=0,mrmax=0,area=543480,win=4,iwn=1,wev=1,sends=6,skip=0,log=22
[20260731.190225.981-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=55,n=1,mode=s,dt=30949,acq=27012,wak=48,mrq=14,drq=74,upd=1041,enu=34,rem=24,dmg=1381,snd=129,tot=2656,dr=1,mr=0,mrmax=0,area=551448,win=4,iwn=2,wev=2,sends=8,skip=0,log=25
[20260731.190225.995-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=56,n=1,mode=s,dt=12864,acq=11013,wak=36,mrq=10,drq=23,upd=309,enu=11,rem=11,dmg=2824,snd=145,tot=3338,dr=1,mr=0,mrmax=0,area=544127,win=4,iwn=1,wev=1,sends=8,skip=0,log=40
[20260731.190226.011-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=57,n=1,mode=s,dt=16400,acq=13078,wak=101,mrq=13,drq=25,upd=375,enu=11,rem=14,dmg=2317,snd=708,tot=3480,dr=1,mr=0,mrmax=0,area=544320,win=4,iwn=1,wev=1,sends=8,skip=0,log=22
[20260731.190226.027-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=58,n=1,mode=s,dt=16333,acq=12847,wak=34,mrq=34,drq=34,upd=391,enu=10,rem=28,dmg=2469,snd=128,tot=3068,dr=1,mr=0,mrmax=0,area=544320,win=4,iwn=1,wev=1,sends=8,skip=0,log=22
[20260731.190226.044-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=59,n=1,mode=s,dt=17592,acq=14695,wak=23,mrq=10,drq=24,upd=602,enu=18,rem=20,dmg=1697,snd=185,tot=2581,dr=1,mr=0,mrmax=0,area=545160,win=4,iwn=1,wev=1,sends=8,skip=0,log=28
[20260731.190226.061-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=60,n=1,mode=s,dt=16523,acq=14241,wak=47,mrq=12,drq=24,upd=752,enu=17,rem=18,dmg=1731,snd=135,tot=2727,dr=1,mr=0,mrmax=0,area=546000,win=4,iwn=1,wev=1,sends=8,skip=0,log=47
[20260731.190226.075-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=61,n=1,mode=s,dt=14250,acq=12034,wak=34,mrq=13,drq=25,upd=797,enu=11,rem=9,dmg=2083,snd=128,tot=3066,dr=1,mr=0,mrmax=0,area=546000,win=4,iwn=1,wev=1,sends=8,skip=0,log=26
[20260731.190226.088-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=62,n=1,mode=s,dt=15627,acq=13095,wak=29,mrq=28,drq=30,upd=6,enu=5,rem=6,dmg=1506,snd=115,tot=1687,dr=1,mr=0,mrmax=0,area=575,win=4,iwn=0,wev=0,sends=8,skip=0,log=23
[20260731.190226.129-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=63,n=1,mode=s,dt=32838,acq=30805,wak=78,mrq=37,drq=43,upd=788,enu=23,rem=20,dmg=7287,snd=406,tot=8616,dr=1,mr=0,mrmax=0,area=555440,win=4,iwn=2,wev=2,sends=10,skip=0,log=22
[20260731.190226.147-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=64,n=1,mode=s,dt=20565,acq=11518,wak=107,mrq=35,drq=78,upd=3277,enu=48,rem=44,dmg=4927,snd=201,tot=8558,dr=1,mr=0,mrmax=0,area=547028,win=4,iwn=2,wev=2,sends=8,skip=0,log=40
[20260731.190226.174-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=65,n=1,mode=s,dt=27542,acq=21511,wak=244,mrq=23,drq=60,upd=1528,enu=22,rem=20,dmg=3576,snd=235,tot=6031,dr=1,mr=0,mrmax=0,area=557326,win=4,iwn=1,wev=1,sends=10,skip=0,log=32
[20260731.190226.195-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=66,n=1,mode=s,dt=19003,acq=13520,wak=63,mrq=675,drq=63,upd=1124,enu=18,rem=16,dmg=5287,snd=359,tot=7415,dr=1,mr=0,mrmax=0,area=547214,win=4,iwn=1,wev=1,sends=10,skip=0,log=28
[20260731.190226.220-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=67,n=1,mode=s,dt=28814,acq=22076,wak=85,mrq=17,drq=45,upd=1810,enu=28,rem=54,dmg=8062,snd=180,tot=10896,dr=1,mr=0,mrmax=0,area=558545,win=4,iwn=2,wev=2,sends=8,skip=0,log=44
[20260731.190226.241-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=68,n=1,mode=s,dt=21654,acq=12259,wak=32,mrq=11,drq=27,upd=1301,enu=17,rem=29,dmg=2471,snd=151,tot=4014,dr=1,mr=0,mrmax=0,area=547398,win=4,iwn=2,wev=2,sends=8,skip=0,log=24
[20260731.190226.263-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=69,n=1,mode=s,dt=15559,acq=7539,wak=27,mrq=20,drq=30,upd=11,enu=7,rem=9,dmg=7689,snd=168,tot=7997,dr=1,mr=0,mrmax=0,area=546744,win=4,iwn=0,wev=0,sends=10,skip=0,log=26
[20260731.190226.291-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=70,n=1,mode=s,dt=26586,acq=17807,wak=536,mrq=26,drq=37,upd=1695,enu=22,rem=25,dmg=9131,snd=458,tot=11405,dr=1,mr=0,mrmax=0,area=547580,win=4,iwn=2,wev=2,sends=8,skip=0,log=32
[20260731.190226.320-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=71,n=1,mode=s,dt=34498,acq=24109,wak=73,mrq=47,drq=41,upd=1430,enu=21,rem=27,dmg=4073,snd=280,tot=5882,dr=3,mr=0,mrmax=0,area=568496,win=4,iwn=2,wev=2,sends=14,skip=0,log=68
[20260731.190226.364-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=72,n=1,mode=s,dt=46797,acq=41745,wak=45,mrq=12,drq=27,upd=1798,enu=24,rem=30,dmg=1716,snd=174,tot=3791,dr=3,mr=0,mrmax=0,area=568366,win=4,iwn=3,wev=3,sends=14,skip=0,log=34
[20260731.190226.397-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=73,n=1,mode=s,dt=31991,acq=29677,wak=53,mrq=15,drq=33,upd=827,enu=19,rem=22,dmg=2114,snd=236,tot=3263,dr=3,mr=0,mrmax=0,area=555404,win=4,iwn=2,wev=2,sends=14,skip=0,log=23
[20260731.190226.437-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=74,n=1,mode=s,dt=39117,acq=36343,wak=51,mrq=18,drq=47,upd=3340,enu=18,rem=19,dmg=5479,snd=376,tot=9275,dr=3,mr=0,mrmax=0,area=554923,win=4,iwn=2,wev=2,sends=14,skip=0,log=38
[20260731.190226.487-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=75,n=1,mode=s,dt=50533,acq=44368,wak=32,mrq=12,drq=29,upd=1127,enu=26,rem=25,dmg=3507,snd=107,tot=4832,dr=2,mr=0,mrmax=0,area=562422,win=4,iwn=3,wev=3,sends=8,skip=0,log=22
[20260731.190226.524-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=76,n=1,mode=s,dt=33208,acq=29345,wak=16,mrq=12,drq=26,upd=1268,enu=19,rem=18,dmg=6492,snd=298,tot=8133,dr=1,mr=0,mrmax=0,area=555611,win=4,iwn=2,wev=2,sends=8,skip=0,log=22
[20260731.190226.539-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=77,n=1,mode=s,dt=17256,acq=5243,wak=22,mrq=13,drq=32,upd=520,enu=110,rem=25,dmg=3449,snd=156,tot=5110,dr=1,mr=0,mrmax=0,area=545792,win=4,iwn=1,wev=1,sends=8,skip=0,log=24
[20260731.190226.564-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=78,n=1,mode=s,dt=27361,acq=22555,wak=33,mrq=12,drq=26,upd=900,enu=16,rem=17,dmg=1656,snd=126,tot=2751,dr=1,mr=0,mrmax=0,area=546448,win=4,iwn=2,wev=2,sends=8,skip=0,log=29
[20260731.190226.590-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=79,n=1,mode=s,dt=22533,acq=20202,wak=26,mrq=46,drq=59,upd=555,enu=10,rem=41,dmg=4865,snd=205,tot=5726,dr=1,mr=0,mrmax=0,area=558108,win=4,iwn=1,wev=1,sends=8,skip=0,log=22
[20260731.190226.601-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=80,n=1,mode=s,dt=13673,acq=8071,wak=58,mrq=99,drq=31,upd=709,enu=17,rem=16,dmg=2396,snd=121,tot=3301,dr=1,mr=0,mrmax=0,area=546270,win=4,iwn=1,wev=1,sends=8,skip=0,log=55
[20260731.190226.619-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=81,n=1,mode=s,dt=16754,acq=13096,wak=657,mrq=41,drq=116,upd=375,enu=17,rem=36,dmg=3636,snd=171,tot=4306,dr=1,mr=0,mrmax=0,area=547760,win=4,iwn=1,wev=1,sends=8,skip=0,log=23
[20260731.190226.632-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=82,n=1,mode=s,dt=14893,acq=10627,wak=49,mrq=37,drq=95,upd=1135,enu=544,rem=9,dmg=1752,snd=118,tot=3640,dr=1,mr=0,mrmax=0,area=546744,win=4,iwn=1,wev=1,sends=8,skip=0,log=23
[20260731.190226.650-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=83,n=1,mode=s,dt=18142,acq=14626,wak=55,mrq=599,drq=34,upd=451,enu=10,rem=15,dmg=1805,snd=119,tot=2450,dr=1,mr=0,mrmax=0,area=547580,win=4,iwn=1,wev=1,sends=8,skip=0,log=24
[20260731.190226.667-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=84,n=1,mode=s,dt=15628,acq=13250,wak=61,mrq=27,drq=31,upd=650,enu=11,rem=12,dmg=3560,snd=167,tot=4439,dr=1,mr=0,mrmax=0,area=546744,win=4,iwn=1,wev=1,sends=8,skip=0,log=23
[20260731.190226.698-2832-I] PerfEmitFrame: QGAPERF,v=2,seq=85,n=1,mode=s,dt=32226,acq=28041,wak=53,mrq=15,drq=34,upd=962,enu=29,rem=24,dmg=2293,snd=276,tot=4212,dr=3,mr=0,mrmax=0,area=558616,win=4,iwn=2,wev=2,sends=16,skip=0,log=25
