[20260731.194829.504-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=1,n=1,mode=s,dt=0,acq=259,wak=4447,mrq=10,drq=74,upd=12,enu=4835,rem=10,dmg=5,snd=0,tot=4916,dr=1,mr=0,mrmax=0,area=4953600,win=0,iwn=2,wev=0,sends=0,skip=0,log=0
[20260731.194843.590-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=18,n=1,mode=s,dt=532222,acq=526288,wak=90,mrq=12,drq=34,upd=6,enu=5,rem=5,dmg=575,snd=40,tot=671,dr=1,mr=0,mrmax=0,area=18,win=1,iwn=0,wev=0,sends=2,skip=0,log=24
[20260731.194844.127-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=19,n=1,mode=s,dt=536934,acq=535982,wak=51,mrq=10,drq=30,upd=7,enu=6,rem=7,dmg=547,snd=60,tot=671,dr=1,mr=0,mrmax=0,area=18,win=1,iwn=0,wev=0,sends=2,skip=0,log=24
[20260731.194846.816-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=20,n=1,mode=s,dt=2688389,acq=19219,wak=25503,mrq=63,drq=35,upd=1918,enu=27201,rem=15,dmg=598,snd=76,tot=29853,dr=1,mr=0,mrmax=0,area=304,win=1,iwn=4,wev=2,sends=4,skip=5,log=31
[20260731.194846.834-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=21,n=1,mode=s,dt=19029,acq=16822,wak=30,mrq=18,drq=62,upd=2667,enu=18,rem=17,dmg=739,snd=45,tot=3524,dr=3,mr=0,mrmax=0,area=572876,win=1,iwn=1,wev=1,sends=2,skip=0,log=24
[20260731.194846.849-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=22,n=1,mode=s,dt=14648,acq=13527,wak=40,mrq=28,drq=26,upd=503,enu=12,rem=12,dmg=464,snd=66,tot=1099,dr=1,mr=0,mrmax=0,area=545792,win=1,iwn=1,wev=1,sends=2,skip=0,log=29
[20260731.194846.866-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=23,n=1,mode=s,dt=17627,acq=16710,wak=145,mrq=15,drq=30,upd=1218,enu=12,rem=21,dmg=427,snd=36,tot=1756,dr=1,mr=0,mrmax=0,area=546448,win=1,iwn=1,wev=1,sends=2,skip=0,log=32
[20260731.194846.880-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=24,n=1,mode=s,dt=13571,acq=12828,wak=24,mrq=20,drq=33,upd=440,enu=10,rem=10,dmg=437,snd=40,tot=971,dr=1,mr=0,mrmax=0,area=547104,win=1,iwn=1,wev=1,sends=2,skip=0,log=26
[20260731.194846.896-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=25,n=1,mode=s,dt=15714,acq=15006,wak=17,mrq=7,drq=22,upd=646,enu=11,rem=11,dmg=661,snd=33,tot=1430,dr=1,mr=0,mrmax=0,area=547104,win=1,iwn=1,wev=1,sends=2,skip=0,log=23
[20260731.194846.911-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=26,n=1,mode=s,dt=15923,acq=14964,wak=29,mrq=11,drq=24,upd=3263,enu=9,rem=10,dmg=350,snd=28,tot=3695,dr=1,mr=0,mrmax=0,area=546270,win=1,iwn=1,wev=1,sends=2,skip=0,log=31
[20260731.194846.929-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=27,n=1,mode=s,dt=17253,acq=16575,wak=37,mrq=9,drq=35,upd=625,enu=13,rem=12,dmg=454,snd=43,tot=1184,dr=1,mr=0,mrmax=0,area=546925,win=1,iwn=1,wev=1,sends=2,skip=0,log=32
[20260731.194846.944-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=28,n=1,mode=s,dt=14928,acq=14158,wak=44,mrq=8,drq=25,upd=1630,enu=74,rem=15,dmg=1221,snd=54,tot=3046,dr=1,mr=0,mrmax=0,area=547580,win=1,iwn=1,wev=1,sends=2,skip=0,log=23
[20260731.194846.960-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=29,n=1,mode=s,dt=16001,acq=14286,wak=15,mrq=9,drq=27,upd=490,enu=17,rem=13,dmg=1315,snd=37,tot=1905,dr=1,mr=0,mrmax=0,area=547580,win=1,iwn=1,wev=1,sends=2,skip=0,log=36
[20260731.194846.976-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=30,n=1,mode=s,dt=16070,acq=14408,wak=43,mrq=8,drq=21,upd=1731,enu=11,rem=11,dmg=596,snd=49,tot=2438,dr=1,mr=0,mrmax=0,area=546744,win=1,iwn=1,wev=1,sends=2,skip=0,log=23
[20260731.194846.993-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=31,n=1,mode=s,dt=15810,acq=14891,wak=39,mrq=9,drq=24,upd=512,enu=13,rem=13,dmg=2259,snd=56,tot=2890,dr=1,mr=0,mrmax=0,area=547398,win=1,iwn=1,wev=1,sends=2,skip=0,log=32
[20260731.194847.010-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=32,n=1,mode=s,dt=17109,acq=14507,wak=20,mrq=15,drq=24,upd=463,enu=11,rem=11,dmg=1421,snd=68,tot=2010,dr=1,mr=0,mrmax=0,area=547398,win=1,iwn=1,wev=1,sends=2,skip=0,log=50
[20260731.194847.026-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=33,n=1,mode=s,dt=16992,acq=13251,wak=1853,mrq=14,drq=29,upd=635,enu=18,rem=13,dmg=933,snd=56,tot=1712,dr=1,mr=0,mrmax=0,area=547214,win=1,iwn=1,wev=1,sends=2,skip=0,log=181
[20260731.194847.051-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=34,n=1,mode=s,dt=25208,acq=23893,wak=38,mrq=16,drq=26,upd=432,enu=13,rem=11,dmg=623,snd=35,tot=1150,dr=1,mr=0,mrmax=0,area=547214,win=1,iwn=1,wev=1,sends=2,skip=0,log=30
[20260731.194847.055-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=35,n=1,mode=s,dt=3866,acq=2923,wak=34,mrq=12,drq=25,upd=7,enu=5,rem=6,dmg=769,snd=82,tot=927,dr=1,mr=0,mrmax=0,area=600,win=1,iwn=0,wev=0,sends=4,skip=0,log=22
[20260731.194847.072-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=36,n=1,mode=s,dt=16058,acq=14881,wak=29,mrq=17,drq=52,upd=649,enu=16,rem=13,dmg=2204,snd=75,tot=3006,dr=1,mr=0,mrmax=0,area=546376,win=1,iwn=1,wev=1,sends=4,skip=0,log=31
[20260731.194847.091-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=37,n=1,mode=s,dt=19098,acq=16472,wak=34,mrq=14,drq=27,upd=1155,enu=18,rem=17,dmg=1173,snd=50,tot=2458,dr=1,mr=0,mrmax=0,area=557326,win=1,iwn=2,wev=2,sends=2,skip=0,log=31
[20260731.194847.121-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=38,n=1,mode=s,dt=29276,acq=27462,wak=9,mrq=11,drq=339,upd=1791,enu=11,rem=31,dmg=2520,snd=47,tot=4440,dr=1,mr=0,mrmax=0,area=546840,win=1,iwn=1,wev=1,sends=2,skip=0,log=35
[20260731.194847.143-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=39,n=1,mode=s,dt=19851,acq=16830,wak=37,mrq=23,drq=37,upd=926,enu=10,rem=10,dmg=4145,snd=144,tot=5285,dr=1,mr=0,mrmax=0,area=545350,win=1,iwn=1,wev=1,sends=2,skip=0,log=51
[20260731.194847.168-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=40,n=1,mode=s,dt=28387,acq=23732,wak=40,mrq=9,drq=31,upd=2573,enu=24,rem=19,dmg=782,snd=70,tot=3512,dr=1,mr=0,mrmax=0,area=555900,win=1,iwn=2,wev=2,sends=2,skip=0,log=26
[20260731.194847.187-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=41,n=1,mode=s,dt=18405,acq=17162,wak=43,mrq=28,drq=39,upd=1322,enu=20,rem=23,dmg=1790,snd=46,tot=3255,dr=1,mr=0,mrmax=0,area=545160,win=1,iwn=1,wev=1,sends=2,skip=0,log=61
[20260731.194847.200-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=42,n=1,mode=s,dt=14395,acq=12225,wak=44,mrq=14,drq=33,upd=1968,enu=10,rem=10,dmg=461,snd=44,tot=2533,dr=1,mr=0,mrmax=0,area=544320,win=1,iwn=1,wev=1,sends=2,skip=0,log=25
[20260731.194847.220-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=43,n=1,mode=s,dt=18102,acq=17173,wak=40,mrq=100,drq=44,upd=1745,enu=17,rem=16,dmg=1688,snd=228,tot=3750,dr=1,mr=0,mrmax=0,area=544320,win=1,iwn=1,wev=1,sends=2,skip=0,log=24
[20260731.194847.247-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=44,n=1,mode=s,dt=28682,acq=26367,wak=55,mrq=10,drq=27,upd=1565,enu=22,rem=24,dmg=1054,snd=49,tot=2769,dr=1,mr=0,mrmax=0,area=551448,win=1,iwn=2,wev=2,sends=2,skip=0,log=55
[20260731.194847.267-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=45,n=1,mode=s,dt=19772,acq=18275,wak=64,mrq=12,drq=49,upd=690,enu=14,rem=12,dmg=704,snd=42,tot=1503,dr=1,mr=0,mrmax=0,area=543480,win=1,iwn=1,wev=1,sends=2,skip=0,log=23
[20260731.194847.283-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=46,n=1,mode=s,dt=15092,acq=13859,wak=138,mrq=23,drq=56,upd=1424,enu=24,rem=21,dmg=2103,snd=42,tot=3686,dr=1,mr=0,mrmax=0,area=544127,win=1,iwn=1,wev=1,sends=2,skip=0,log=24
[20260731.194847.297-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=47,n=1,mode=s,dt=15146,acq=12397,wak=63,mrq=39,drq=59,upd=903,enu=16,rem=33,dmg=714,snd=38,tot=1783,dr=1,mr=0,mrmax=0,area=543480,win=1,iwn=1,wev=1,sends=2,skip=0,log=34
[20260731.194847.314-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=48,n=1,mode=s,dt=14590,acq=13485,wak=17,mrq=26,drq=26,upd=1158,enu=14,rem=14,dmg=1257,snd=971,tot=3461,dr=1,mr=0,mrmax=0,area=544127,win=1,iwn=1,wev=1,sends=2,skip=0,log=23
[20260731.194847.328-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=49,n=1,mode=s,dt=16951,acq=14212,wak=20,mrq=15,drq=65,upd=479,enu=10,rem=10,dmg=536,snd=43,tot=1117,dr=1,mr=0,mrmax=0,area=544320,win=1,iwn=1,wev=1,sends=2,skip=0,log=136
[20260731.194847.343-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=50,n=1,mode=s,dt=14197,acq=13354,wak=33,mrq=10,drq=27,upd=5,enu=5,rem=6,dmg=600,snd=74,tot=744,dr=1,mr=0,mrmax=0,area=546,win=1,iwn=0,wev=0,sends=4,skip=0,log=44
[20260731.194847.370-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=51,n=1,mode=s,dt=27091,acq=26143,wak=19,mrq=9,drq=30,upd=1124,enu=17,rem=17,dmg=1016,snd=107,tot=2317,dr=1,mr=0,mrmax=0,area=553350,win=1,iwn=2,wev=2,sends=4,skip=0,log=30
[20260731.194847.385-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=52,n=1,mode=s,dt=14532,acq=5625,wak=6286,mrq=1137,drq=37,upd=7203,enu=27,rem=31,dmg=579,snd=597,tot=8515,dr=1,mr=0,mrmax=0,area=546000,win=1,iwn=1,wev=1,sends=2,skip=0,log=24
[20260731.194847.429-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=53,n=1,mode=s,dt=44230,acq=35266,wak=6551,mrq=906,drq=31,upd=10931,enu=24,rem=23,dmg=1406,snd=100,tot=12522,dr=1,mr=0,mrmax=0,area=546000,win=1,iwn=2,wev=2,sends=4,skip=0,log=33
[20260731.194847.442-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=54,n=1,mode=s,dt=11237,acq=9229,wak=21,mrq=34,drq=92,upd=6031,enu=10,rem=12,dmg=2383,snd=239,tot=8715,dr=3,mr=0,mrmax=0,area=555359,win=1,iwn=1,wev=1,sends=6,skip=0,log=35
[20260731.194847.480-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=55,n=1,mode=s,dt=37658,acq=33708,wak=75,mrq=17,drq=38,upd=1403,enu=21,rem=21,dmg=3256,snd=195,tot=4961,dr=3,mr=0,mrmax=0,area=557876,win=1,iwn=2,wev=2,sends=6,skip=0,log=26
[20260731.194847.518-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=56,n=1,mode=s,dt=34790,acq=30603,wak=234,mrq=26,drq=39,upd=4276,enu=41,rem=33,dmg=5607,snd=199,tot=10246,dr=3,mr=0,mrmax=0,area=557410,win=1,iwn=3,wev=3,sends=4,skip=0,log=41
[20260731.194847.553-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=57,n=1,mode=s,dt=39829,acq=33416,wak=103,mrq=20,drq=55,upd=2301,enu=22,rem=27,dmg=1766,snd=80,tot=4244,dr=3,mr=0,mrmax=0,area=569762,win=1,iwn=2,wev=2,sends=4,skip=0,log=57
[20260731.194847.584-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=58,n=1,mode=s,dt=31351,acq=27724,wak=1409,mrq=16,drq=41,upd=1176,enu=21,rem=20,dmg=1109,snd=104,tot=2499,dr=3,mr=0,mrmax=0,area=558144,win=1,iwn=2,wev=2,sends=4,skip=0,log=25
[20260731.194847.624-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=59,n=1,mode=s,dt=31685,acq=29696,wak=405,mrq=18,drq=36,upd=1747,enu=24,rem=22,dmg=9292,snd=99,tot=11237,dr=3,mr=0,mrmax=0,area=558325,win=1,iwn=2,wev=2,sends=4,skip=0,log=35
[20260731.194847.664-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=60,n=1,mode=s,dt=48728,acq=38924,wak=80,mrq=22,drq=38,upd=2077,enu=25,rem=30,dmg=981,snd=91,tot=3253,dr=3,mr=0,mrmax=0,area=568198,win=1,iwn=3,wev=3,sends=4,skip=0,log=24
[20260731.194847.710-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=61,n=1,mode=s,dt=45098,acq=43442,wak=89,mrq=29,drq=42,upd=7366,enu=35,rem=38,dmg=822,snd=70,tot=8899,dr=3,mr=0,mrmax=0,area=565712,win=1,iwn=3,wev=3,sends=4,skip=0,log=34
[20260731.194847.752-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=62,n=1,mode=s,dt=35678,acq=33937,wak=30,mrq=13,drq=29,upd=1754,enu=20,rem=19,dmg=7437,snd=61,tot=9333,dr=1,mr=0,mrmax=0,area=545967,win=1,iwn=2,wev=2,sends=2,skip=0,log=34
[20260731.194847.778-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=63,n=1,mode=s,dt=33726,acq=25656,wak=14,mrq=10,drq=27,upd=5996,enu=20,rem=23,dmg=499,snd=73,tot=6647,dr=2,mr=0,mrmax=0,area=561736,win=1,iwn=2,wev=2,sends=4,skip=0,log=247
[20260731.194847.826-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=64,n=1,mode=s,dt=42676,acq=39031,wak=2740,mrq=43,drq=53,upd=11315,enu=21,rem=22,dmg=4809,snd=58,tot=16274,dr=1,mr=0,mrmax=0,area=554944,win=1,iwn=2,wev=2,sends=2,skip=0,log=30
[20260731.194847.849-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=65,n=1,mode=s,dt=20164,acq=14280,wak=44,mrq=19,drq=45,upd=16,enu=10,rem=11,dmg=8598,snd=124,tot=8838,dr=1,mr=0,mrmax=0,area=545792,win=1,iwn=0,wev=0,sends=4,skip=0,log=26
[20260731.194847.868-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=66,n=1,mode=s,dt=24245,acq=13479,wak=23,mrq=16,drq=33,upd=436,enu=14,rem=16,dmg=3055,snd=110,tot=3680,dr=1,mr=0,mrmax=0,area=545792,win=1,iwn=1,wev=1,sends=4,skip=0,log=33
[20260731.194847.916-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=67,n=1,mode=s,dt=49952,acq=46447,wak=39,mrq=15,drq=35,upd=13165,enu=29,rem=28,dmg=701,snd=77,tot=14041,dr=3,mr=0,mrmax=0,area=578532,win=1,iwn=4,wev=4,sends=4,skip=0,log=34
[20260731.194847.961-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=68,n=1,mode=s,dt=45357,acq=44180,wak=43,mrq=14,drq=38,upd=9818,enu=26,rem=26,dmg=534,snd=67,tot=10513,dr=3,mr=0,mrmax=0,area=569826,win=1,iwn=3,wev=3,sends=4,skip=0,log=125
[20260731.194847.997-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=69,n=1,mode=s,dt=36290,acq=35387,wak=52,mrq=17,drq=31,upd=1091,enu=21,rem=22,dmg=819,snd=95,tot=2178,dr=3,mr=0,mrmax=0,area=557962,win=1,iwn=2,wev=2,sends=4,skip=0,log=24
[20260731.194848.017-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=70,n=1,mode=s,dt=17717,acq=15637,wak=782,mrq=10,drq=32,upd=1706,enu=12,rem=12,dmg=3261,snd=55,tot=5087,dr=1,mr=0,mrmax=0,area=621,win=1,iwn=1,wev=1,sends=2,skip=0,log=24
[20260731.194848.028-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=71,n=1,mode=s,dt=10153,acq=6526,wak=33,mrq=10,drq=24,upd=999,enu=16,rem=11,dmg=3074,snd=127,tot=4271,dr=1,mr=0,mrmax=0,area=558545,win=1,iwn=1,wev=1,sends=2,skip=0,log=44
[20260731.194848.049-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=72,n=1,mode=s,dt=23770,acq=20268,wak=17,mrq=8,drq=24,upd=902,enu=11,rem=11,dmg=860,snd=36,tot=1858,dr=1,mr=0,mrmax=0,area=547214,win=1,iwn=1,wev=1,sends=2,skip=0,log=67
[20260731.194848.078-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=73,n=1,mode=s,dt=27116,acq=25871,wak=44,mrq=11,drq=25,upd=1056,enu=17,rem=29,dmg=2225,snd=34,tot=3396,dr=1,mr=0,mrmax=0,area=557326,win=1,iwn=2,wev=2,sends=2,skip=0,log=38
[20260731.194848.095-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=74,n=1,mode=s,dt=18829,acq=16276,wak=51,mrq=17,drq=34,upd=394,enu=11,rem=12,dmg=768,snd=53,tot=1283,dr=1,mr=0,mrmax=0,area=546376,win=1,iwn=1,wev=1,sends=2,skip=0,log=33
[20260731.194848.126-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=75,n=1,mode=s,dt=29997,acq=28672,wak=51,mrq=14,drq=35,upd=1184,enu=18,rem=17,dmg=2358,snd=47,tot=3674,dr=1,mr=0,mrmax=0,area=546840,win=1,iwn=2,wev=2,sends=2,skip=0,log=161
[20260731.194848.148-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=76,n=1,mode=s,dt=23227,acq=20428,wak=46,mrq=15,drq=31,upd=1733,enu=14,rem=13,dmg=622,snd=38,tot=2457,dr=1,mr=0,mrmax=0,area=555246,win=1,iwn=1,wev=1,sends=2,skip=0,log=34
[20260731.194848.169-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=77,n=1,mode=s,dt=21144,acq=20220,wak=36,mrq=8,drq=22,upd=348,enu=13,rem=14,dmg=972,snd=36,tot=1427,dr=1,mr=0,mrmax=0,area=546000,win=1,iwn=1,wev=1,sends=2,skip=0,log=24
[20260731.194848.197-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=78,n=1,mode=s,dt=20745,acq=19393,wak=36,mrq=11,drq=66,upd=760,enu=16,rem=16,dmg=7691,snd=31,tot=8550,dr=1,mr=0,mrmax=0,area=545160,win=1,iwn=2,wev=2,sends=2,skip=0,log=22
[20260731.194848.213-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=79,n=1,mode=s,dt=22955,acq=8795,wak=6188,mrq=13,drq=30,upd=6203,enu=10,rem=10,dmg=587,snd=30,tot=6875,dr=1,mr=0,mrmax=0,area=544320,win=1,iwn=1,wev=1,sends=2,skip=0,log=31
[20260731.194848.231-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=80,n=1,mode=s,dt=18353,acq=17375,wak=88,mrq=17,drq=36,upd=353,enu=15,rem=23,dmg=524,snd=39,tot=1006,dr=1,mr=0,mrmax=0,area=544320,win=1,iwn=1,wev=1,sends=2,skip=0,log=25
[20260731.194848.250-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=81,n=1,mode=s,dt=18146,acq=9750,wak=7480,mrq=16,drq=61,upd=10158,enu=10,rem=10,dmg=970,snd=31,tot=11211,dr=1,mr=0,mrmax=0,area=544127,win=1,iwn=1,wev=1,sends=2,skip=0,log=32
[20260731.194848.274-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=82,n=1,mode=s,dt=19853,acq=18556,wak=47,mrq=17,drq=39,upd=362,enu=10,rem=11,dmg=5157,snd=71,tot=5734,dr=3,mr=0,mrmax=0,area=550780,win=1,iwn=1,wev=1,sends=4,skip=0,log=25
[20260731.194848.285-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=83,n=1,mode=s,dt=15855,acq=10233,wak=38,mrq=16,drq=29,upd=414,enu=11,rem=16,dmg=398,snd=32,tot=908,dr=1,mr=0,mrmax=0,area=544127,win=1,iwn=1,wev=1,sends=2,skip=0,log=26
[20260731.194848.304-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=84,n=1,mode=s,dt=18411,acq=17704,wak=27,mrq=16,drq=36,upd=443,enu=11,rem=11,dmg=1193,snd=43,tot=1744,dr=1,mr=0,mrmax=0,area=543480,win=1,iwn=1,wev=1,sends=2,skip=0,log=32
[20260731.194848.320-2820-I] PerfEmitFrame: QGAPERF,v=2,seq=85,n=1,mode=s,dt=15011,acq=13456,wak=29,mrq=16,drq=37,upd=432,enu=14,rem=12,dmg=2117,snd=56,tot=2687,dr=1,mr=0,mrmax=0,area=544127,win=1,iwn=1,wev=1,sends=2,skip=0,log=27
