Microsoft Windows [Version 10.0.19044.1288]
(c) Microsoft Corporation. All rights reserved.

C:\Windows\system32>powershell -NoProfile -Command "$l=(Get-ChildItem 'C:\Program Files\Qubes Tools\log' -Filter 'gui-agent-*.log' | Sort LastWriteTime -Desc | Select -First 1).FullName; Get-Content $l | Select-String -Pattern 'QGAPERF|PHASE' | ForEach-Object { $_.Line }"
[20260731.000447.081-4000-I] PerfInit: QGAPERF on: freq=62500000 everyN=1 qpc_cost_ns=5284 default=1 (sink 89709485777039)
[20260731.000447.081-4000-I] PerfInit: QGAPERF-HEADER v=1 fields: seq,n,mode,dt,acq,wak,mrq,drq,upd,enu,rem,dmg,snd,tot,dr,mr,mrmax,area,win,sends,skip,log (times in microseconds)
[20260731.000525.408-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=52,n=1,mode=s,dt=65985,acq=28846,wak=63,mrq=13,drq=31,upd=612,enu=50349,rem=8,dmg=29,snd=115,tot=51166,dr=5,mr=0,mrmax=0,area=580796,win=1,sends=4,skip=0,log=80
[20260731.000525.517-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=53,n=1,mode=s,dt=65233,acq=13582,wak=76,mrq=33,drq=40,upd=526,enu=94763,rem=10,dmg=28,snd=133,tot=95507,dr=7,mr=0,mrmax=0,area=578081,win=1,sends=4,skip=0,log=100
[20260731.000525.585-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=54,n=1,mode=s,dt=107273,acq=10528,wak=94,mrq=28,drq=61,upd=3796,enu=51763,rem=5,dmg=17,snd=133,tot=55774,dr=11,mr=0,mrmax=0,area=598229,win=1,sends=4,skip=0,log=87
[20260731.000525.626-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=55,n=1,mode=s,dt=66783,acq=10498,wak=198,mrq=16,drq=36,upd=1065,enu=31663,rem=6,dmg=38,snd=110,tot=32921,dr=2,mr=0,mrmax=0,area=557917,win=1,sends=6,skip=0,log=86
[20260731.000525.674-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=56,n=1,mode=s,dt=39783,acq=1194,wak=55,mrq=12,drq=34,upd=399,enu=37442,rem=8,dmg=26,snd=216,tot=38136,dr=1,mr=0,mrmax=0,area=551448,win=1,sends=4,skip=0,log=83
[20260731.000525.729-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=57,n=1,mode=s,dt=53704,acq=15181,wak=53,mrq=14,drq=36,upd=456,enu=38647,rem=3,dmg=46,snd=125,tot=39318,dr=5,mr=0,mrmax=0,area=571300,win=1,sends=8,skip=0,log=96
[20260731.000525.770-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=58,n=1,mode=s,dt=47537,acq=7866,wak=38,mrq=9,drq=33,upd=250,enu=32009,rem=6,dmg=41,snd=112,tot=32449,dr=5,mr=0,mrmax=0,area=565179,win=1,sends=8,skip=0,log=66
[20260731.000525.819-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=59,n=1,mode=s,dt=34154,acq=1398,wak=33,mrq=12,drq=34,upd=252,enu=47944,rem=4,dmg=27,snd=86,tot=48347,dr=3,mr=0,mrmax=0,area=557876,win=1,sends=6,skip=0,log=73
[20260731.000525.884-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=60,n=1,mode=s,dt=62415,acq=13636,wak=69,mrq=20,drq=44,upd=2631,enu=47672,rem=6,dmg=66,snd=179,tot=50596,dr=7,mr=0,mrmax=0,area=579662,win=1,sends=10,skip=0,log=65
[20260731.000525.930-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=61,n=1,mode=s,dt=61511,acq=10572,wak=41,mrq=9,drq=25,upd=309,enu=34774,rem=6,dmg=40,snd=116,tot=35283,dr=3,mr=0,mrmax=0,area=569464,win=1,sends=6,skip=0,log=86
[20260731.000525.987-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=62,n=1,mode=s,dt=48888,acq=12947,wak=211,mrq=12,drq=35,upd=664,enu=42157,rem=6,dmg=51,snd=154,tot=43069,dr=5,mr=0,mrmax=0,area=568415,win=1,sends=8,skip=0,log=83
[20260731.000526.097-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=63,n=1,mode=s,dt=47637,acq=4209,wak=42,mrq=11,drq=51,upd=318,enu=104979,rem=12,dmg=96,snd=222,tot=105673,dr=5,mr=0,mrmax=0,area=568296,win=1,sends=8,skip=0,log=81
[20260731.000526.190-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=64,n=1,mode=s,dt=115851,acq=9287,wak=33,mrq=20,drq=46,upd=622,enu=80984,rem=4,dmg=59,snd=146,tot=81854,dr=9,mr=0,mrmax=0,area=599743,win=1,sends=12,skip=0,log=94
[20260731.000526.262-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=65,n=1,mode=s,dt=96038,acq=13808,wak=39,mrq=13,drq=51,upd=605,enu=57548,rem=8,dmg=71,snd=171,tot=58439,dr=9,mr=0,mrmax=0,area=597377,win=1,sends=12,skip=0,log=89
[20260731.000526.325-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=66,n=1,mode=s,dt=63587,acq=4840,wak=25,mrq=22,drq=40,upd=1484,enu=56200,rem=7,dmg=75,snd=239,tot=58051,dr=5,mr=0,mrmax=0,area=579923,win=1,sends=8,skip=0,log=71
[20260731.000526.369-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=67,n=1,mode=s,dt=64620,acq=6216,wak=27,mrq=15,drq=27,upd=326,enu=37035,rem=4,dmg=39,snd=119,tot=37557,dr=5,mr=0,mrmax=0,area=580326,win=1,sends=8,skip=0,log=86
[20260731.000526.420-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=68,n=1,mode=s,dt=49375,acq=11406,wak=48,mrq=11,drq=31,upd=1756,enu=37034,rem=6,dmg=53,snd=162,tot=39056,dr=5,mr=0,mrmax=0,area=568258,win=1,sends=8,skip=0,log=176
[20260731.000526.473-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=69,n=1,mode=s,dt=44456,acq=5039,wak=27,mrq=11,drq=82,upd=1931,enu=46171,rem=6,dmg=23,snd=106,tot=48276,dr=1,mr=0,mrmax=0,area=557136,win=1,sends=4,skip=0,log=82
[20260731.000526.556-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=70,n=1,mode=s,dt=51417,acq=672,wak=1860,mrq=43,drq=74,upd=897,enu=77838,rem=6,dmg=52,snd=128,tot=79068,dr=5,mr=0,mrmax=0,area=564990,win=1,sends=8,skip=0,log=89
[20260731.000526.610-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=71,n=1,mode=s,dt=93368,acq=13873,wak=28,mrq=61,drq=64,upd=468,enu=39347,rem=6,dmg=58,snd=152,tot=40066,dr=7,mr=0,mrmax=0,area=584047,win=1,sends=10,skip=0,log=105
[20260731.000526.662-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=72,n=1,mode=s,dt=47697,acq=7122,wak=26,mrq=82,drq=36,upd=406,enu=43826,rem=6,dmg=22,snd=92,tot=44390,dr=5,mr=0,mrmax=0,area=559374,win=1,sends=4,skip=0,log=70
[20260731.000526.717-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=73,n=1,mode=s,dt=50060,acq=5153,wak=257,mrq=32,drq=29,upd=333,enu=48064,rem=6,dmg=108,snd=100,tot=48652,dr=5,mr=0,mrmax=0,area=561440,win=1,sends=4,skip=0,log=75
[20260731.000526.819-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=74,n=1,mode=s,dt=64228,acq=15248,wak=30,mrq=16,drq=41,upd=1093,enu=85814,rem=6,dmg=48,snd=141,tot=87157,dr=5,mr=0,mrmax=0,area=564990,win=1,sends=4,skip=0,log=83
[20260731.000526.911-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=75,n=1,mode=s,dt=100937,acq=13380,wak=40,mrq=25,drq=37,upd=2005,enu=75691,rem=12,dmg=31,snd=138,tot=77934,dr=11,mr=0,mrmax=0,area=600149,win=1,sends=4,skip=0,log=95
[20260731.000526.997-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=76,n=1,mode=s,dt=88207,acq=9687,wak=119,mrq=40,drq=57,upd=788,enu=74886,rem=5,dmg=42,snd=132,tot=75895,dr=11,mr=0,mrmax=0,area=602725,win=1,sends=4,skip=0,log=89
[20260731.000527.091-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=77,n=1,mode=s,dt=95428,acq=19018,wak=56,mrq=19,drq=80,upd=886,enu=73601,rem=6,dmg=19,snd=100,tot=74652,dr=7,mr=0,mrmax=0,area=597730,win=1,sends=4,skip=0,log=85
[20260731.000527.207-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=78,n=1,mode=s,dt=79693,acq=4643,wak=90,mrq=17,drq=41,upd=413,enu=110133,rem=5,dmg=19,snd=95,tot=110711,dr=4,mr=0,mrmax=0,area=571533,win=1,sends=4,skip=0,log=90
[20260731.000527.350-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=79,n=1,mode=s,dt=149104,acq=38067,wak=91,mrq=9,drq=50,upd=3557,enu=100258,rem=7,dmg=67,snd=185,tot=104134,dr=15,mr=0,mrmax=0,area=628018,win=1,sends=10,skip=0,log=71
[20260731.000527.411-4000-I] PerfEmitFrame: QGAPERF,v=1,seq=80,n=1,mode=s,dt=105251,acq=846,wak=33,mrq=12,drq=32,upd=279,enu=59422,rem=7,dmg=25,snd=602,tot=60374,dr=9,mr=0,mrmax=0,area=613429,win=1,sends=4,skip=0,log=67
